"Analysis_ID","Endpoint","Metric","Yes_N","No_N","Median_Yes","Median_No","Median_Difference","Cliffs_Delta_Yes_minus_No","AUC_Yes_as_Case","P","P_FDR","Status"
"T05_PRJNA797231_Myocardial_Dysfunction","Sepsis-induced myocardial dysfunction","Alpha_Observed",18,16,46,43,3,0.204861111111111,0.602430555555556,0.316467428460294,0.986235866354584,"PASS"
"T05_PRJNA797231_Myocardial_Dysfunction","Sepsis-induced myocardial dysfunction","Alpha_Shannon",18,16,2.1883989160843,1.96429714836416,0.224101767720141,-0.0347222222222222,0.482638888888889,0.876612603320846,0.986235866354584,"PASS"
"T05_PRJNA797231_Myocardial_Dysfunction","Sepsis-induced myocardial dysfunction","Alpha_InverseSimpson",18,16,4.34002146124392,3.73837071647295,0.601650744770977,-0.0763888888888889,0.461805555555556,0.717139500592314,0.986235866354584,"PASS"
"T05_PRJNA797231_Myocardial_Dysfunction","Sepsis-induced myocardial dysfunction","SDI_Equal_Balance",18,16,3.11933147527319,3.27010179604616,-0.150770320772967,-0.0208333333333333,0.489583333333333,0.931261170186839,0.986235866354584,"PASS"
"T05_PRJNA797231_Myocardial_Dysfunction","Sepsis-induced myocardial dysfunction","SDI_MetaWeighted_Balance",18,16,2.97919412362317,3.03133247236854,-0.052138348745371,0.00694444444444444,0.503472222222222,0.986235866354584,0.986235866354584,"PASS"
